IE,WORLD_ZONE_EU_ONE
DE,WORLD_ZONE_EU_ONE
FR,WORLD_ZONE_EU_ONE
MC,WORLD_ZONE_EU_ONE
DK,WORLD_ZONE_EU_ONE

AT,WORLD_ZONE_EU_TWO
BE,WORLD_ZONE_EU_TWO
BG,WORLD_ZONE_EU_TWO
HR,WORLD_ZONE_EU_TWO
CY,WORLD_ZONE_EU_TWO
CZ,WORLD_ZONE_EU_TWO
EE,WORLD_ZONE_EU_TWO
FI,WORLD_ZONE_EU_TWO
GR,WORLD_ZONE_EU_TWO
HU,WORLD_ZONE_EU_TWO
IT,WORLD_ZONE_EU_TWO
LV,WORLD_ZONE_EU_TWO
LT,WORLD_ZONE_EU_TWO
LU,WORLD_ZONE_EU_TWO
MT,WORLD_ZONE_EU_TWO
NL,WORLD_ZONE_EU_TWO
PL,WORLD_ZONE_EU_TWO
PT,WORLD_ZONE_EU_TWO
RO,WORLD_ZONE_EU_TWO
SK,WORLD_ZONE_EU_TWO
SI,WORLD_ZONE_EU_TWO
ES,WORLD_ZONE_EU_TWO
SE,WORLD_ZONE_EU_TWO

AL,WORLD_ZONE_EU_THREE
AD,WORLD_ZONE_EU_THREE
AM,WORLD_ZONE_EU_THREE
AZ,WORLD_ZONE_EU_THREE
BY,WORLD_ZONE_EU_THREE
BA,WORLD_ZONE_EU_THREE
FO,WORLD_ZONE_EU_THREE
GE,WORLD_ZONE_EU_THREE
GI,WORLD_ZONE_EU_THREE
GL,WORLD_ZONE_EU_THREE
IS,WORLD_ZONE_EU_THREE
KZ,WORLD_ZONE_EU_THREE
XK,WORLD_ZONE_EU_THREE
KG,WORLD_ZONE_EU_THREE
LI,WORLD_ZONE_EU_THREE
MD,WORLD_ZONE_EU_THREE
ME,WORLD_ZONE_EU_THREE
MK,WORLD_ZONE_EU_THREE
NO,WORLD_ZONE_EU_THREE
RU,WORLD_ZONE_EU_THREE
SM,WORLD_ZONE_EU_THREE
RS,WORLD_ZONE_EU_THREE
CH,WORLD_ZONE_EU_THREE
TJ,WORLD_ZONE_EU_THREE
TR,WORLD_ZONE_EU_THREE
TM,WORLD_ZONE_EU_THREE
UA,WORLD_ZONE_EU_THREE
UZ,WORLD_ZONE_EU_THREE
VA,WORLD_ZONE_EU_THREE

GB,WORLD_ZONE_GB
IM,WORLD_ZONE_GB
JE,WORLD_ZONE_GB
GG,WORLD_ZONE_GB
AL,WORLD_ZONE_EU
DK,WORLD_ZONE_EU
KG,WORLD_ZONE_EU
RU,WORLD_ZONE_EU
AD,WORLD_ZONE_EU
EE,WORLD_ZONE_EU
LV,WORLD_ZONE_EU
SM,WORLD_ZONE_EU
AM,WORLD_ZONE_EU
FO,WORLD_ZONE_EU
LI,WORLD_ZONE_EU
RS,WORLD_ZONE_EU
AT,WORLD_ZONE_EU
FI,WORLD_ZONE_EU
LT,WORLD_ZONE_EU
SK,WORLD_ZONE_EU
AZ,WORLD_ZONE_EU
FR,WORLD_ZONE_EU
LU,WORLD_ZONE_EU
SI,WORLD_ZONE_EU
PT-20,WORLD_ZONE_EU
GE,WORLD_ZONE_EU
MK,WORLD_ZONE_EU
ES,WORLD_ZONE_EU
IB,WORLD_ZONE_EU
DE,WORLD_ZONE_EU
PT-30,WORLD_ZONE_EU
SE,WORLD_ZONE_EU
BY,WORLD_ZONE_EU
GI,WORLD_ZONE_EU
MT,WORLD_ZONE_EU
CH,WORLD_ZONE_EU
BE,WORLD_ZONE_EU
GR,WORLD_ZONE_EU
MD,WORLD_ZONE_EU
TJ,WORLD_ZONE_EU
BA,WORLD_ZONE_EU
GL,WORLD_ZONE_EU
MC,WORLD_ZONE_EU
TR,WORLD_ZONE_EU
BG,WORLD_ZONE_EU
HU,WORLD_ZONE_EU
ME,WORLD_ZONE_EU
TM,WORLD_ZONE_EU
IC,WORLD_ZONE_EU
IS,WORLD_ZONE_EU
NL,WORLD_ZONE_EU
UA,WORLD_ZONE_EU
FR-H,WORLD_ZONE_EU
NO,WORLD_ZONE_EU
UZ,WORLD_ZONE_EU
IE,WORLD_ZONE_EU
HR,WORLD_ZONE_EU
IT,WORLD_ZONE_EU
PL,WORLD_ZONE_EU
VA,WORLD_ZONE_EU
CY,WORLD_ZONE_EU
KZ,WORLD_ZONE_EU
PT,WORLD_ZONE_EU
CZ,WORLD_ZONE_EU
XK,WORLD_ZONE_EU
RO,WORLD_ZONE_EU
AE,WORLD_ZONE_ONE
AF,WORLD_ZONE_ONE
AG,WORLD_ZONE_ONE
AI,WORLD_ZONE_ONE
AO,WORLD_ZONE_ONE
AR,WORLD_ZONE_ONE
AW,WORLD_ZONE_ONE
AX,WORLD_ZONE_ONE
BB,WORLD_ZONE_ONE
BD,WORLD_ZONE_ONE
BF,WORLD_ZONE_ONE
BH,WORLD_ZONE_ONE
BI,WORLD_ZONE_ONE
BJ,WORLD_ZONE_ONE
BL,WORLD_ZONE_ONE
BM,WORLD_ZONE_ONE
BN,WORLD_ZONE_ONE
BO,WORLD_ZONE_ONE
BQ,WORLD_ZONE_ONE
BQ,WORLD_ZONE_ONE
BR,WORLD_ZONE_ONE
BS,WORLD_ZONE_ONE
BT,WORLD_ZONE_ONE
BV,WORLD_ZONE_ONE
BW,WORLD_ZONE_ONE
BZ,WORLD_ZONE_ONE
CA,WORLD_ZONE_ONE
CD,WORLD_ZONE_ONE
CF,WORLD_ZONE_ONE
CG,WORLD_ZONE_ONE
CI,WORLD_ZONE_ONE
CL,WORLD_ZONE_ONE
CM,WORLD_ZONE_ONE
CN,WORLD_ZONE_ONE
CO,WORLD_ZONE_ONE
CR,WORLD_ZONE_ONE
CU,WORLD_ZONE_ONE
CV,WORLD_ZONE_ONE
CW,WORLD_ZONE_ONE
DJ,WORLD_ZONE_ONE
DM,WORLD_ZONE_ONE
DO,WORLD_ZONE_ONE
DZ,WORLD_ZONE_ONE
EC,WORLD_ZONE_ONE
EG,WORLD_ZONE_ONE
EH,WORLD_ZONE_ONE
ER,WORLD_ZONE_ONE
ET,WORLD_ZONE_ONE
FK,WORLD_ZONE_ONE
FM,WORLD_ZONE_ONE
GA,WORLD_ZONE_ONE
GD,WORLD_ZONE_ONE
GF,WORLD_ZONE_ONE
GH,WORLD_ZONE_ONE
GM,WORLD_ZONE_ONE
GN,WORLD_ZONE_ONE
GP,WORLD_ZONE_ONE
GQ,WORLD_ZONE_ONE
GS,WORLD_ZONE_ONE
GT,WORLD_ZONE_ONE
GU,WORLD_ZONE_ONE
GW,WORLD_ZONE_ONE
GY,WORLD_ZONE_ONE
HK,WORLD_ZONE_ONE
HM,WORLD_ZONE_ONE
HN,WORLD_ZONE_ONE
HT,WORLD_ZONE_ONE
ID,WORLD_ZONE_ONE
IL,WORLD_ZONE_ONE
IN,WORLD_ZONE_ONE
IQ,WORLD_ZONE_ONE
IR,WORLD_ZONE_ONE
JM,WORLD_ZONE_ONE
JO,WORLD_ZONE_ONE
JP,WORLD_ZONE_ONE
KE,WORLD_ZONE_ONE
KH,WORLD_ZONE_ONE
KM,WORLD_ZONE_ONE
KN,WORLD_ZONE_ONE
KP,WORLD_ZONE_ONE
KR,WORLD_ZONE_ONE
KW,WORLD_ZONE_ONE
KY,WORLD_ZONE_ONE
LB,WORLD_ZONE_ONE
LC,WORLD_ZONE_ONE
LK,WORLD_ZONE_ONE
LR,WORLD_ZONE_ONE
LS,WORLD_ZONE_ONE
LY,WORLD_ZONE_ONE
MA,WORLD_ZONE_ONE
MF,WORLD_ZONE_ONE
MG,WORLD_ZONE_ONE
MH,WORLD_ZONE_ONE
ML,WORLD_ZONE_ONE
MM,WORLD_ZONE_ONE
MN,WORLD_ZONE_ONE
MP,WORLD_ZONE_ONE
MQ,WORLD_ZONE_ONE
MR,WORLD_ZONE_ONE
MS,WORLD_ZONE_ONE
MU,WORLD_ZONE_ONE
MV,WORLD_ZONE_ONE
MW,WORLD_ZONE_ONE
MX,WORLD_ZONE_ONE
MY,WORLD_ZONE_ONE
MZ,WORLD_ZONE_ONE
NA,WORLD_ZONE_ONE
NE,WORLD_ZONE_ONE
NF,WORLD_ZONE_ONE
NG,WORLD_ZONE_ONE
NI,WORLD_ZONE_ONE
NP,WORLD_ZONE_ONE
OM,WORLD_ZONE_ONE
PA,WORLD_ZONE_ONE
PE,WORLD_ZONE_ONE
PH,WORLD_ZONE_ONE
PK,WORLD_ZONE_ONE
PM,WORLD_ZONE_ONE
PR,WORLD_ZONE_ONE
PS,WORLD_ZONE_ONE
PY,WORLD_ZONE_ONE
QA,WORLD_ZONE_ONE
RE,WORLD_ZONE_ONE
RW,WORLD_ZONE_ONE
SA,WORLD_ZONE_ONE
SC,WORLD_ZONE_ONE
SD,WORLD_ZONE_ONE
SH,WORLD_ZONE_ONE
SJ,WORLD_ZONE_ONE
SL,WORLD_ZONE_ONE
SN,WORLD_ZONE_ONE
SO,WORLD_ZONE_ONE
SR,WORLD_ZONE_ONE
SS,WORLD_ZONE_ONE
ST,WORLD_ZONE_ONE
SV,WORLD_ZONE_ONE
SX,WORLD_ZONE_ONE
SY,WORLD_ZONE_ONE
SZ,WORLD_ZONE_ONE
TC,WORLD_ZONE_ONE
TD,WORLD_ZONE_ONE
TG,WORLD_ZONE_ONE
TH,WORLD_ZONE_ONE
TL,WORLD_ZONE_ONE
TN,WORLD_ZONE_ONE
TT,WORLD_ZONE_ONE
TW,WORLD_ZONE_ONE
TZ,WORLD_ZONE_ONE
UG,WORLD_ZONE_ONE
UM,WORLD_ZONE_ONE
UY,WORLD_ZONE_ONE
VC,WORLD_ZONE_ONE
VE,WORLD_ZONE_ONE
VG,WORLD_ZONE_ONE
VI,WORLD_ZONE_ONE
VN,WORLD_ZONE_ONE
VU,WORLD_ZONE_ONE
WF,WORLD_ZONE_ONE
YE,WORLD_ZONE_ONE
YT,WORLD_ZONE_ONE
ZA,WORLD_ZONE_ONE
ZM,WORLD_ZONE_ONE
ZW,WORLD_ZONE_ONE
AU,WORLD_ZONE_TWO
PW,WORLD_ZONE_TWO
IO,WORLD_ZONE_TWO
CX,WORLD_ZONE_TWO
CC,WORLD_ZONE_TWO
CK,WORLD_ZONE_TWO
FJ,WORLD_ZONE_TWO
PF,WORLD_ZONE_TWO
TF,WORLD_ZONE_TWO
KI,WORLD_ZONE_TWO
MO,WORLD_ZONE_TWO
NR,WORLD_ZONE_TWO
NC,WORLD_ZONE_TWO
NZ,WORLD_ZONE_TWO
AQ,WORLD_ZONE_TWO
NU,WORLD_ZONE_TWO
NF,WORLD_ZONE_TWO
NQAQ,WORLD_ZONE_TWO
PG,WORLD_ZONE_TWO
LA,WORLD_ZONE_TWO
PN,WORLD_ZONE_TWO
SG,WORLD_ZONE_TWO
SB,WORLD_ZONE_TWO
TK,WORLD_ZONE_TWO
TO,WORLD_ZONE_TWO
TV,WORLD_ZONE_TWO
AS,WORLD_ZONE_TWO
WS,WORLD_ZONE_TWO
US,WORLD_ZONE_THREE
US,PF_WORLD_ZONE_THREE
JE,PF_WORLD_ZONE_FOUR
GG,PF_WORLD_ZONE_FOUR
IE,PF_WORLD_ZONE_FIVE
